Nodo	dominant_outward_orientation_1	dominant_outward_orientation_2	dominant_outward_orientation_3	dominant_inward_orientation_1	dominant_inward_orientation_2	dist_dominant_outward_1	dist_dominant_outward_2	dist_dominant_outward_3	InStrength	OutStrength	NetworkDivergence	id	lat	lon	normal_InStrength	normal_OutStrength	DegreeCentrality	Clustering	ClosenessCentrality	BetweennessCentrality	StructuralHolesConstraint	global_clustering	normal_Degree	normal_Clustering	normal_ClosenessCentrality	normal_BetweennessCentrality	normal_StructuralHolesConstraint
39	180			180		5.8228025			.0005399568034557	.0002005553841407	-.000339401419315	39	49	13.5	.097902097	.033766232	.010498687664042	.2	.3748155435317265	.0001639660016431	.0702497780265857	.293214218035591	.035799522	.30000001	.43151483	.00669799	.064337216
40	180			315		9.7997236			.0011493366244986	.0000848503548288	-.0010644862696699	40	49	13.75	.20839161	.014285714	.0019685039370079	.6666666666666666	.3375415282392026	1.36949226879e-08	.3442151048375376	.293214218035591	.0047732699	1	.29090774	5.5943582e-07	.34004477
41	180			225		5.5409751			.0009564949089787	.000416538105523	-.0005399568034557	41	49	14	.17342657	.070129871	.0111548556430446	.125	.3946141895390989	.0001353765577884	.0615834382132828	.293214218035591	.038186159	.1875	.50620037	.0055301148	.055615764
42	180			270		5.1514416			.0002082690527615	.0008176488738044	.0006093798210429	42	49	14.25	.03776224	.13766234	.0124671916010499	.1988304093567251	.3825301204819277	.0001330828212749	.0616811068787344	.293214218035591	.042959426	.29824561	.46061617	.0054364162	.055714052
43	225	315		225		3.7672968	1.5032563		.0008562172169084	.0001542733724159	-.0007019438444924	43	49	14.5	.15524475	.025974026	.0269028871391076	.274390243902439	.4037086092715232	.0006164147416541	.0312537002172238	.293214218035591	.095465392	.41158536	.54050684	.025180463	.025093149
44	270			180		5.1126037			.0002391237272447	.0011030546127738	.0008639308855292	44	49	14.75	.043356642	.18571429	.0721784776902887	.3204336947456213	.4385611510791367	.001009381616412	.0143624127946241	.293214218035591	.26014319	.48065054	.67197949	.041233107	.0080944458
45	270			180		5.3571758			.000339401419315	.0002699784017279	-.0000694230175872	45	49	15	.061538462	.045454547	.0439632545931758	.1537765716870194	.4539767649687221	.002985406264209	.0185854802556384	.293214218035591	.1575179	.23066486	.73013109	.12195346	.012344369
46	270			180		5.3630347			.0003702560937982	.0004242517741438	.0000539956803456	46	49	15.25	.067132868	.071428575	.0511811023622047	.1628371628371628	.4549253731343283	.0035486829265385	.0166799157637911	.293214218035591	.18377088	.24425575	.73370951	.14496323	.010426686
47	270			180		5.2967358			.0003548287565566	.0004396791113854	.0000848503548288	47	49	15.5	.064335667	.074025974	.0583989501312336	.1892236976506639	.4660550458715597	.0040505526749598	.0151612926394185	.293214218035591	.21002387	.28383556	.77569348	.16546455	.0088984054
48	225			180		6.0395513			.0020826905276149	.0001002776920703	-.0019824128355446	48	49	15.75	.37762237	.016883116	.1089238845144357	.1156626506024096	.4798488664987405	.0172892569476446	.0099249430301086	.293214218035591	.39379475	.17349398	.82772726	.7062639	.0036287566
49	225			180		5.2702727			.0023758099352052	.0002931194075902	-.0020826905276149	49	49	16	.43076923	.049350649	.1443569553805774	.254337899543379	.4861244019138756	.0092836921273864	.0091656194474427	.293214218035591	.52267301	.38150686	.8514002	.37923762	.0028646041
50	225			180		4.8017077			.0021366862079605	.0002545510644863	-.0018821351434742	50	49	16.25	.38741258	.042857144	.1292650918635171	.2080700300424738	.4784929356357928	.0148628206542094	.0089908507538641	.293214218035591	.46778044	.31210506	.82261235	.6071443	.0026887241
51	225			180		4.7284055			.0010336315951867	.0009642085775995	-.0000694230175872	51	49	16.5	.18741259	.16233766	.1706036745406824	.245975645975646	.4959323136999674	.0114672027956631	.0085288249806107	.293214218035591	.61813843	.36896348	.88839811	.46843377	.0022237601
52	180			180		5.5835147			.0002622647331071	.0005168157975933	.0002545510644863	52	49	16.75	.047552448	.087012984	.0990813648293963	.2530684326710817	.4670548574931045	.0042197622398546	.0116451924521402	.293214218035591	.35799521	.37960264	.77946502	.17237674	.0053599454
53	180			180		5.9538321			7.71366862080e-06	.0011030546127738	.001095340944153	53	49	17	.0013986015	.18571429	.0295275590551181	.3282828282828283	.407160032059845	.0002078083088697	.0287100142363144	.293214218035591	.10501193	.49242425	.55352646	.0084889429	.022533288
54	225					4.4831586			0	.0028617710583153	.0028617710583153	54	49	17.25	0	.48181817	.0551181102362205	.2656339644291452	.4216934144991699	.0005294847971994	.0164558891303072	.293214218035591	.19809069	.39845094	.6083501	.021629386	.010201235
55	180			180		4.8254309			.0001234186979327	.0005785251465597	.000455106448627	55	49	17.5	.022377623	.097402595	.0492125984251969	.3135135135135135	.4157119476268412	.0004220601535956	.01951152848105	.293214218035591	.17661098	.47027028	.58578646	.017241104	.013276306
56	180			180		7.9104285			.0002622647331071	.0007250848503548	.0004628201172478	56	49	17.75	.047552448	.12207792	.0459317585301837	.4157349896480331	.4153720359771055	.000145394830299	.0213469922400571	.293214218035591	.1646778	.62360251	.58450425	.0059393602	.015123442
57	180			180		12.006907			.000339401419315	.0014424560320889	.0011030546127738	57	49	18	.061538462	.24285714	.0091863517060367	.6263736263736264	.3587570621468927	2.43686410983e-06	.0852708784082529	.293214218035591	.031026253	.93956041	.37093815	.000099545585	.079453841
58	180			180		10.687635			.0006248071582845	.0008562172169084	.0002314100586239	58	49	18.25	.11328671	.14415585	.0091863517060367	.2967032967032967	.3887755102040816	.0000925786343658	.0765002938722977	.293214218035591	.031026253	.44505495	.48417538	.0037818253	.070627481
59	180			180		11.728448			.000377969762419	.0016430114162296	.0012650416538106	59	49	18.5	.068531469	.27662337	.010498687664042	.2416666666666667	.3690966335674498	.000429843166798	.0713087133076743	.293214218035591	.035799522	.36250001	.40994164	.017559038	.065402888
60	180			180		12.620244			.0001542733724159	.0006170934896637	.0004628201172478	60	49	18.75	.027972028	.1038961	.0039370078740157	.2	.297191887675507	5.79283625117e-06	.1779963793285673	.293214218035591	.011933174	.30000001	.13869864	.00023663661	.17276901
61	180			180		12.535775			.0001697007096575	.0014038876889849	.0012341869793274	61	49	19	.030769231	.23636363	.0059055118110236	.1944444444444444	.3019017432646593	3.01839050078e-06	.1240297049415177	.293214218035591	.019093079	.29166666	.15646541	.00012330087	.11845914
62	315			315		9.4558086			.0009719222462203	.0003085467448318	-.0006633755013885	62	48.75	4	.17622377	.051948052	.078740157480315	.2250700280112045	.4162797049986343	.0025773036081594	.0156189360080867	.293214218035591	.28400955	.33760503	.58792818	.10528252	.0093589593
63	315			315		7.5316176			.0006402344955261	.0000694230175872	-.0005708114779389	63	48.75	4.25	.11608391	.011688312	.0557742782152231	.2876750700280112	.4036016949152542	.0008097104744083	.0205701815864815	.293214218035591	.20047733	.43151259	.5401035	.033076569	.014341692
64	315			315		7.3252478			.000755939524838	.0000694230175872	-.0006865165072508	64	48.75	4.5	.13706294	.011688312	.041994750656168	.2123015873015873	.4002100840336135	.0007117518216091	.021864304280471	.293214218035591	.15035799	.31845239	.52730948	.029074971	.015644044
65	315			315		8.4368			.0007019438444924	.0001311323665535	-.0005708114779389	65	48.75	4.75	.12727273	.022077922	.0288713910761155	.2854122621564482	.3683828861493836	.0001226860354839	.0315244781713403	.293214218035591	.1026253	.42811841	.40724921	.0050117089	.025365649
66	315			315		8.4690609			.0006556618327677	.0007713668620796	.0001157050293119	66	48.75	5	.11888112	.12987013	.0347769028871391	.227866473149492	.3813813813813814	.0003095028419277	.026211975579076	.293214218035591	.12410501	.34179971	.45628285	.012643151	.020019364
67	315			315		8.4866314			.0012264733107066	.0001542733724159	-.0010721999382907	67	48.75	5.25	.22237763	.025974026	.0354330708661417	.1740041928721174	.3948186528497409	.0007407958641061	.0235825121313595	.293214218035591	.12649165	.2610063	.50697166	.030261416	.017373178
68	315			315		10.596188			.0010259179265659	.0010104905893243	-.0000154273372416	68	48.75	5.5	.18601398	.17012987	.0255905511811024	.340080971659919	.375	.0001127280775733	.035977464978363	.293214218035591	.090692125	.51012146	.43221065	.0046049273	.029846955
69	225			315		4.3501916			.0014501697007097	.0001619870410367	-.0012881826596729	69	48.75	5.75	.26293707	.027272727	.0229658792650919	.3042016806722689	.3741713724527375	.0001062458282102	.0374301267389678	.293214218035591	.081145585	.45630252	.42908484	.0043401285	.031308856
70	225			315		4.6642036			.0015581610614008	.0000848503548288	-.001473310706572	70	48.75	6	.28251749	.014285714	.036745406824147	.3	.3610518834399432	.0001055913958909	.0277996264415229	.293214218035591	.13126491	.44999999	.3795948	.0043133949	.021617111
71	225			315		3.5142817			.0008176488738044	.0011956186362234	.000377969762419	71	48.75	6.25	.14825174	.2012987	.0380577427821522	.2214156079854809	.3638099785151587	.000188881224524	.0246637768469574	.293214218035591	.13603818	.3321234	.38999903	.0077157738	.018461319
72	225			315		4.1054292			.0009796359148411	.0007405121875964	-.0002391237272447	72	48.75	6.5	.17762238	.12467533	.0295275590551181	.2323232323232323	.3597733711048159	.0001088264082439	.0299855389952318	.293214218035591	.10501193	.34848484	.37477192	.0044455449	.023816925
73	225			315		4.5866952			.0008407898796668	.0002545510644863	-.0005862388151805	73	48.75	6.75	.15244755	.042857144	.0426509186351706	.2966346153846154	.391170431211499	.0003612634214764	.0234583095661659	.293214218035591	.15274464	.44495192	.49320963	.014757564	.017248185
74	180			315		2.2158172			.000377969762419	.0010336315951867	.0006556618327677	74	48.75	7	.068531469	.17402597	.0426509186351706	.2754807692307693	.3777887952404561	.0003571007590794	.0232077309304374	.293214218035591	.15274464	.41322115	.4427307	.01458752	.016996013
75	180			315		2.4125845			.0003316877506942	.0012419006479482	.0009102128972539	75	48.75	7.25	.060139861	.2090909	.0590551181102362	.2332084893882647	.3876876112948359	.0005861904908736	.0184378269090683	.293214218035591	.21241049	.34981275	.48007154	.023945807	.012195776
76	180			315		2.7357135			.0001465597037951	.0013190373341561	.001172477630361	76	48.75	7.5	.026573427	.22207792	.0288713910761155	.1945031712473573	.3932903225806452	.0006698557275211	.0292871084490951	.293214218035591	.1026253	.29175475	.5012064	.02736352	.023114052
77	180			315		2.9604819			.0001079913606911	.0012264733107066	.0011184819500154	77	48.75	7.75	.01958042	.20649351	.0131233595800525	.331578947368421	.3389679715302491	.0000575218654401	.0610530840887061	.293214218035591	.045346063	.49736843	.29628867	.0023497608	.055082038
78	180			270		3.3209732			.0001079913606911	.001172477630361	.0010644862696699	78	48.75	8	.01958042	.1974026	.0820209973753281	.2245161290322581	.4111141084434853	.002159183752906	.0165065884765958	.293214218035591	.29594272	.3367742	.56844229	.08820238	.010252257
79	315			270		5.1089234			.0000848503548288	.0011416229558778	.0010567726010491	79	48.75	8.25	.015384615	.1922078	.0564304461942257	.2577291381668947	.3762034065662799	.0005136133568292	.0203558938169337	.293214218035591	.20286396	.3865937	.4367502	.02098104	.014126041
80	180			315		3.3937447			.0000617093489664	.0012264733107066	.0011647639617402	80	48.75	8.5	.011188812	.20649351	.0295275590551181	.3939393939393939	.3606247042120208	.0000452552217609	.0335500323339551	.293214218035591	.10501193	.59090906	.37798336	.00184867	.027404085
81	180			315		3.459579			.0000154273372416	.0016661524220919	.0016507250848504	81	48.75	8.75	.0027972029	.28051949	.0439632545931758	.3536861148801447	.3757396449704142	.000170326907534	.0260188655446937	.293214218035591	.1575179	.5305292	.43500078	.0069578323	.019825025
82	180			315		3.6323946			.0000154273372416	.0021906818883061	.0021752545510645	82	48.75	9	.0027972029	.36883116	.0636482939632546	.2570876288659794	.3985355648535565	.0006827758797342	.0183880727932433	.293214218035591	.22911695	.38563144	.52099282	.027891306	.012145706
83	180			315		3.8345728			.0000231410058624	.0018127121258871	.0017895711200247	83	48.75	9.25	.0041958042	.3051948	.062992125984252	.2388157894736842	.397288842544317	.0006514200460768	.0178102344829725	.293214218035591	.22673032	.35822368	.51628983	.026610425	.011564193
84	180			315		3.7201109			.0000154273372416	.0016430114162296	.001627584078988	84	48.75	9.5	.0027972029	.27662337	.0498687664041995	.2091228070175438	.4149196841818677	.0014635427513699	.0212117367380163	.293214218035591	.17899761	.31368423	.58279788	.059785534	.014987326
85	180			225		3.8278196			.0000308546744832	.0019361308238198	.0019052761493366	85	48.75	9.75	.0055944058	.32597402	.0400262467191601	.1830601092896175	.4028548770816812	.0008714419053511	.0243610254174881	.293214218035591	.14319809	.27459016	.53728634	.035598289	.018156642
86	180			315		4.1680641			.0000231410058624	.0010027769207035	.0009796359148411	86	48.75	10	.0041958042	.16883117	.0583989501312336	.1736465781409602	.4006309148264984	.0012791911971006	.0186992316457133	.293214218035591	.21002387	.26046985	.52889699	.052254796	.012458843
87	180			135		4.7929659			.0000308546744832	.0007713668620796	.0007405121875964	87	48.75	10.25	.0055944058	.12987013	.0551181102362205	.1769936890418818	.4043512868134784	.0016136270686477	.0199110289928312	.293214218035591	.19809069	.26549053	.5429312	.065916456	.013678347
88	180			135		5.0479827			7.71366862080e-06	.0018435668003703	.0018358531317495	88	48.75	10.5	.0013986015	.31038961	.0347769028871391	.2764876632801161	.3963589076723017	.0003775914406103	.0282780303632921	.293214218035591	.12410501	.4147315	.51278186	.015424562	.022098556
89	180			315		5.0576892			.0000848503548288	.0007096575131132	.0006248071582845	89	48.75	10.75	.015384615	.11948052	.0328083989501312	.2563265306122449	.3955359460160914	.0008015221174598	.0296315412804227	.293214218035591	.11694511	.3844898	.50967747	.032742076	.023460675
90	180			315		5.1493578			.0000848503548288	.0007096575131132	.0006248071582845	90	48.75	11	.015384615	.11948052	.0328083989501312	.2563265306122449	.3955359460160914	.0008015221174598	.0296315412804227	.293214218035591	.11694511	.3844898	.50967747	.032742076	.023460675
91	180			225		5.5470347			.0002159827213823	.0004782474544894	.0002622647331071	91	48.75	11.25	.03916084	.080519482	.0118110236220472	.3594771241830065	.3665223665223665	.0000832780023042	.0722736636353861	.293214218035591	.040572792	.53921568	.40023085	.0034018958	.066373974
92	180			270		5.8319526			.0002082690527615	.0004859611231102	.0002776920703487	92	48.75	11.5	.03776224	.081818178	.0091863517060367	.4395604395604396	.3484224965706447	.0000116371317348	.0897690369585616	.293214218035591	.031026253	.65934068	.33195353	.00047537533	.083980605
93	180			270		5.974113			.0001465597037951	.0012341869793274	.0010876272755322	93	48.75	11.75	.026573427	.20779221	.0183727034120735	.3333333333333333	.3848484848484848	.0002331469912193	.0479688300471959	.293214218035591	.06443914	.5	.46936163	.0095240241	.041914575
94	0			270		4.1829162			.0002776920703487	.0001234186979327	-.0001542733724159	94	48.75	12	.050349649	.02077922	.020997375328084	.2157258064516129	.3673174258857556	.0003442314044525	.0416149927988203	.293214218035591	.073985681	.3235887	.40323001	.014061809	.035520334
95	180			270		6.6115804			.0004088244369022	.0010876272755322	.0006788028386301	95	48.75	12.25	.074125871	.18311688	.0177165354330709	.2364672364672365	.3736209855356705	.0005147237457253	.0510892311831339	.293214218035591	.062052507	.35470086	.42700866	.021026399	.045054819
96	180			270		7.0661912			.0004705337858686	.0005862388151805	.0001157050293119	96	48.75	12.5	.085314684	.098701298	.0203412073490814	.221505376344086	.3759250123334978	.0006042251079155	.0416067022219551	.293214218035591	.071599044	.33225808	.43570003	.024682518	.035511989
97				270					.0016044430731256	0	-.0016044430731256	97	48.75	12.75	.29090908	0	.0282152230971129	.1638981173864895	.3929860752965446	.0009462314827167	.0302778822926092	.293214218035591	.10023867	.24584718	.50005871	.038653433	.024111126
98	315			180		5.8245907			.0008793582227707	.0000617093489664	-.0008176488738044	98	48.75	13	.15944056	.01038961	.031496062992126	.1781914893617021	.3989528795811518	.0011528320593277	.0287957587074691	.293214218035591	.11217184	.26728722	.52256703	.047093041	.022619577
99	315			180		3.7129493			.0005245294662141	.0000539956803456	-.0004705337858686	99	48.75	13.25	.095104896	.0090909088	.0078740157480315	.2575757575757576	.3469155474618711	.0000240815513771	.0970631610023181	.293214218035591	.026252983	.38636363	.32626894	.00098372821	.091321111
100	180			225		2.1478868			.0002545510644863	.0001774143782783	-.000077136686208	100	48.75	13.5	.046153847	.02987013	.0255905511811024	.1322537112010796	.3894709941221569	.0003500426722763	.0305099772813296	.293214218035591	.090692125	.19838056	.48679891	.014299198	.024344698
101	180			270	315	2.1749411			.0003239740820734	.0001234186979327	-.0002005553841407	101	48.75	13.75	.05874126	.02077922	.0308398950131234	.1350601295097132	.4190266703326918	.0011471491472532	.0247738745254834	.293214218035591	.1097852	.2025902	.59829044	.046860896	.018572116
102	180			225		4.1219196			.0004782474544894	.0001388460351743	-.000339401419315	102	48.75	14	.086713284	.023376623	.0334645669291338	.1349019607843137	.4448336252189142	.0022245706844402	.0242047096474383	.293214218035591	.11933174	.20235294	.69564086	.090873428	.017999332
103	225	270		180		3.3181224	6.2517719		.0003548287565566	.0000617093489664	-.0002931194075902	103	48.75	14.25	.064335667	.01038961	.0570866141732283	.252071638599305	.4496901740926527	.0010977444755463	.0158480992327023	.293214218035591	.20525059	.37810746	.71396101	.04484272	.0095895799
104	270			180		4.0745564			.0001388460351743	.0005245294662141	.0003856834310398	104	48.75	14.5	.025174825	.088311687	.068241469816273	.4230769230769231	.4097875773057273	.0002731297652172	.0159832979694201	.293214218035591	.24582338	.63461536	.56343824	.011157315	.0097256387
