Nodo	dominant_outward_orientation_1	dominant_outward_orientation_2	dominant_outward_orientation_3	dominant_inward_orientation_1	dominant_inward_orientation_2	dist_dominant_outward_1	dist_dominant_outward_2	dist_dominant_outward_3	InStrength	OutStrength	NetworkDivergence	id	lat	lon	normal_InStrength	normal_OutStrength	DegreeCentrality	Clustering	ClosenessCentrality	BetweennessCentrality	StructuralHolesConstraint	global_clustering	normal_Degree	normal_Clustering	normal_ClosenessCentrality	normal_BetweennessCentrality	normal_StructuralHolesConstraint
282	180			225	270	7.1984344			.0000694230175872	.000794507867942	.0007250848503548	282	48	13.25	.012587412	.13376623	.0045931758530184	.6190476190476191	.3478657840675645	.0000147327200623	.1703037423388948	.293214218035591	.014319809	.9285714	.32985348	.00060182973	.16502745
283	180			0		7.2935419			.0000925640234496	.0007096575131132	.0006170934896637	283	48	13.5	.016783217	.11948052	.0019685039370079	.3333333333333333	.3130649137222679	1.30967626626e-06	.3438440483935961	.293214218035591	.0047732699	.5	.19857574	.000053500105	.33967134
284	180			0		7.4510431			.0001002776920703	.000300833076211	.0002005553841407	284	48	13.75	.018181818	.050649352	.0045931758530184	.5238095238095238	.3331147540983607	5.77887691328e-07	.1559948686311241	.293214218035591	.014319809	.78571427	.27420884	.000023606637	.15062758
285	180			270		7.3014212			.0000539956803456	.0012881826596729	.0012341869793274	285	48	14	.0097902101	.21688312	.0065616797900262	.4	.3468365953573054	4.16878355965e-06	.110009187499415	.293214218035591	.021479713	.60000002	.32597113	.00017029427	.10434946
286	180			315		7.5191965			.0000617093489664	.0012804689910521	.0012187596420858	286	48	14.25	.011188812	.21558441	.0059055118110236	.3611111111111111	.3660821522940187	.0000122473454424	.1246513958259183	.293214218035591	.019093079	.54166669	.39857024	.00050030247	.11908479
287	180			315		7.7398901			.0000617093489664	.0012804689910521	.0012187596420858	287	48	14.5	.011188812	.21558441	.0065616797900262	.3333333333333333	.3682048804058952	.0000205251755323	.1130889280007462	.293214218035591	.021479713	.5	.40657774	.0008384508	.10744879
288	270			225		4.9305382			.0003239740820734	.0001002776920703	-.0002236963900031	288	48	14.75	.05874126	.016883116	.0203412073490814	.3720430107526882	.3971853010164191	.0000685426152534	.0405673925856249	.293214218035591	.071599044	.55806452	.51589924	.0027999571	.034466069
289	270			180		5.0879846			.0005399568034557	.0000539956803456	-.0004859611231102	289	48	15	.097902097	.0090909088	.0328083989501312	.5061224489795918	.3997901364113327	.0001337623416784	.0272299741456676	.293214218035591	.11694511	.75918365	.52572536	.0054641743	.021043835
290	135	180		180		6.8330326	6.7003317		.0002776920703487	.000038568343104	-.0002391237272447	290	48	15.25	.050349649	.0064935065	.0413385826771654	.4372759856630825	.397911227154047	.0001461969860391	.0222392852050424	.293214218035591	.14797136	.65591395	.51863766	.0059721279	.01602141
291	135			315		6.5284438			.0005322431348349	.0001079913606911	-.0004242517741438	291	48	15.5	.096503496	.018181818	.0406824146981627	.4489687995769434	.3953307392996109	.00015665969657	.0224368271487502	.293214218035591	.14558473	.67345321	.50890338	.0063995286	.016220208
292	0	180		225		.25	5.8843012		.0005708114779389	.0000154273372416	-.0005553841406973	292	48	15.75	.10349651	.0025974025	.0479002624671916	.5159817351598174	.4027484143763214	.0001436885505923	.0207561984058509	.293214218035591	.1718377	.77397263	.53688473	.0058696587	.014528891
293				180					.0035482875655662	0	-.0035482875655662	293	48	16	.64335662	0	.1279527559055118	.2576262225746762	.4447038225853516	.0070350281945733	.0098657586003785	.293214218035591	.46300715	.38643932	.69515121	.28737998	.0035691957
294	180	225		180		9.2743006	5.4982452		.0015350200555384	.0000925640234496	-.0014424560320889	294	48	16.25	.27832168	.015584416	.0898950131233596	.4100472305710605	.4308736217133164	.0003341255551827	.0132006042041029	.293214218035591	.32458234	.61507082	.64298016	.013648986	.0069252485
295	315			225		1.118034			.0011416229558778	7.71366862080e-06	-.001133909287257	295	48	16.5	.20699301	.0012987013	.068241469816273	.4809559372666169	.4036016949152542	.0001278818593048	.0164826875131743	.293214218035591	.24582338	.72143388	.5401035	.0052239574	.010228204
296	135			225		4.3948832			.0012727553224313	.000038568343104	-.0012341869793274	296	48	16.75	.23076923	.0064935065	.0964566929133858	.4146864225142112	.4266517357222844	.0002466269281094	.0131916915374361	.293214218035591	.34844869	.62202966	.62705415	.010074678	.0069162794
297	180			270		10.52851			.0015195927182968	.0004242517741438	-.001095340944153	297	48	17	.27552447	.071428575	.094488188976378	.3605283605283605	.4355530151471849	.0004240614390473	.0126419615766715	.293214218035591	.34128878	.54079252	.66063201	.017322855	.0063630533
298	180			270		10.896165			.0013961740203641	.0004319654427646	-.0009642085775995	298	48	17.25	.25314686	.07272727	.0538057742782152	.4688346883468835	.4222776392352452	.0000757371271991	.0183747088469288	.293214218035591	.19331743	.70325202	.61055392	.003093852	.012132257
299	180			270		11.357601			.001511879049676	.0007096575131132	-.0008022215365628	299	48	17.5	.27412587	.11948052	.0439632545931758	.40479421076436	.4221606648199446	.0001022760719061	.0194872291254533	.293214218035591	.1575179	.60719132	.61011267	.0041779643	.013251852
300	180			180		12.81868			.0019515581610614	.0003856834310398	-.0015658747300216	300	48	17.75	.35384616	.064935066	.0872703412073491	.358965595807701	.4435389988358556	.0005024894735867	.0133042233745216	.293214218035591	.31503579	.53844839	.69075722	.020526631	.0070295269
301	180			180		11.682902			.0009487812403579	.0004936747917309	-.000455106448627	301	48	18	.17202798	.083116882	.0918635170603675	.34224049331963	.4417391304347826	.0004551057210021	.0123592501653479	.293214218035591	.33174226	.51336074	.68396765	.018591009	.0060785441
302	180			180		8.8848877			.0005168157975933	.0008562172169084	.000339401419315	302	48	18.25	.093706295	.14415585	.047244094488189	.3947574334898278	.4168490153172866	.0005326425365448	.019967741205347	.293214218035591	.16945107	.59213614	.59007579	.021758379	.01373542
303	180			180		8.3948011			.0000925640234496	.0013807466831225	.0012881826596729	303	48	18.5	.016783217	.23246753	.0400262467191601	.407103825136612	.4167350287120591	.000152853311633	.0223582518841987	.293214218035591	.14319809	.61065573	.5896458	.0062440382	.016141133
304	180			225		8.8045158			.0005476704720765	.0012650416538106	.000717371181734	304	48	18.75	.099300697	.21298701	.0872703412073491	.2894736842105263	.4410998552821997	.001203535482445	.0125216878333024	.293214218035591	.31503579	.43421054	.68155611	.049164269	.0062420149
305	180			180		9.3123055			.0001465597037951	.0012419006479482	.001095340944153	305	48	19	.026573427	.2090909	.0793963254593176	.1033057851239669	.4593128390596745	.0104750249115661	.0127905463619429	.293214218035591	.28639618	.15495868	.75026011	.42790341	.0065125832
306	315			0		5.2279439			.0003085467448318	.0001311323665535	-.0001774143782783	306	47.75	4	.055944055	.022077922	.0118110236220472	.3725490196078431	.3626844359828653	8.15032952183e-06	.0649382429620069	.293214218035591	.040572792	.55882353	.38575321	.0003329399	.058991902
307	315			0		4.9074268			.0012727553224313	.0000231410058624	-.001249614316569	307	47.75	4.25	.23076923	.0038961039	.0636482939632546	.1529209621993127	.4262937062937063	.0016147682874011	.0146691975806727	.293214218035591	.22911695	.22938144	.62570357	.065963075	.0084031811
308	315			0		7.2907176			.0005708114779389	.0003933970996606	-.0001774143782783	308	47.75	4.5	.10349651	.066233769	.0406824146981627	.2136435748281333	.3973924380704042	.0005695236116194	.0219744012199621	.293214218035591	.14558473	.32046536	.5166806	.023264967	.015754841
309	315			315		6.8706779			.0009950632520827	.0000308546744832	-.0009642085775995	309	47.75	4.75	.18041958	.0051948051	.0695538057742782	.147529200359389	.4332006822057988	.0025574046067501	.0142230984523866	.293214218035591	.25059667	.22129381	.65175843	.10446965	.0079542454
310	315			0		5.844367			.002267818574514	.000038568343104	-.0022292502314101	310	47.75	5	.41118881	.0064935065	.0925196850393701	.1739614994934144	.4419953596287703	.0046638704623951	.0123941899838898	.293214218035591	.33412889	.26094225	.6849342	.19051851	.0061137062
311	315			0		5.6430264			.0023603825979636	.000038568343104	-.0023218142548596	311	47.75	5.25	.42797202	.0064935065	.0662729658792651	.2479207920792079	.4285714285714285	.0013154586935094	.0165796028095002	.293214218035591	.23866348	.37188119	.6342957	.053736318	.010325735
312	225	270	315	0		3.5307763	4.1360011	9.0120125	.0012264733107066	.0000539956803456	-.001172477630361	312	47.75	5.5	.22237763	.0090909088	.0544619422572178	.233617396414928	.4005256241787122	.000784929420875	.0183788048338854	.293214218035591	.19570406	.35042611	.52849978	.032064267	.012136379
313	225			0		3.75019			.0012187596420858	.0004936747917309	-.0007250848503548	313	47.75	5.75	.22097902	.083116882	.0485564304461942	.259163272861903	.3848484848484848	.0004431889986534	.0222318382405538	.293214218035591	.17422435	.38874492	.46936163	.018104214	.016013915
314	315			0		7.6694903			.0013498920086393	.000833076211046	-.0005168157975933	314	47.75	6	.24475524	.14025974	.0400262467191601	.2349726775956284	.3878849580045813	.0003044365877802	.0227559082941134	.293214218035591	.14319809	.35245901	.48081598	.012436195	.016541317
315	315			0		8.140233			.000416538105523	.0007790805307004	.0003625424251774	315	47.75	6.25	.075524479	.13116883	.0137795275590551	.3571428571428572	.3581668625146886	.0000142155037472	.0558346559045569	.293214218035591	.047732696	.53571427	.36871177	.00058070151	.049830422
316	315			315		7.5589042			.000794507867942	.0002622647331071	-.0005322431348349	316	47.75	6.5	.14405595	.044155844	.0590551181102362	.29812734082397	.4046733935209771	.0004856764291428	.0191348007815524	.293214218035591	.21241049	.447191	.54414624	.01983982	.012897182
317	315			0		8.2439661			.0006479481641469	.000416538105523	-.0002314100586239	317	47.75	6.75	.11748252	.070129871	.0183727034120735	.3386243386243386	.3766683143845774	.0000339520431389	.0427571282897029	.293214218035591	.06443914	.50793654	.43850395	.0013869366	.036669731
318	180			315		2.4492934			.0009642085775995	.0000462820117248	-.0009179265658747	318	47.75	7	.17482518	.0077922079	.0111548556430446	.3455882352941176	.359518754423213	9.24706925299e-06	.0661473809704883	.293214218035591	.038186159	.51838237	.37381145	.00037774158	.06020873
319	180			315		2.0155644			.002800061709349	7.71366862080e-06	-.0027923480407282	319	47.75	7.25	.50769234	.0012987013	.0413385826771654	.2596006144393241	.3799551234106208	.0002597774916232	.0235452871203763	.293214218035591	.14797136	.38940093	.45090264	.010611877	.017335717
320	315			315		12.117155			.0012419006479482	.0000308546744832	-.001211045973465	320	47.75	7.5	.22517483	.0051948051	.057742782152231	.2523510971786834	.4139054861488322	.0012252509377834	.018701012263561	.293214218035591	.20763724	.37852666	.57897204	.050051343	.012460635
321	270			0		3.9901953			.0006556618327677	.0002159827213823	-.0004396791113854	321	47.75	7.75	.11888112	.036363635	.0826771653543307	.2468571428571429	.4274894810659187	.0016284207110142	.0152604558545035	.293214218035591	.29832935	.37028572	.63021433	.066520773	.0089981994
322	180			0		2.5466051			.0005708114779389	.0002622647331071	-.0003085467448318	322	47.75	8	.10349651	.044155844	.0715223097112861	.2429493713897384	.414243000815439	.0010168631772408	.016735297175148	.293214218035591	.25775656	.36442405	.58024526	.04153873	.01048242
323	270			0		3.9104242			.0008022215365628	.0001928417155199	-.0006093798210429	323	47.75	8.25	.14545454	.032467533	.0741469816272966	.236251580278129	.4325858643201816	.0017654547523271	.0156578492811625	.293214218035591	.26730311	.35437736	.64943922	.072118595	.0093981205
324	270			0		3.7171788			.0011570502931194	.0000848503548288	-.0010721999382907	324	47.75	8.5	.20979021	.014285714	.0813648293963255	.1942040388145817	.4335704125177809	.0028063606759859	.0138440855360882	.293214218035591	.29355609	.29130605	.65315318	.11463947	.0075728218
325	270	315		0		3.6203868	8.2584333		.0005322431348349	.0003239740820734	-.0002082690527615	325	47.75	8.75	.096503496	.054545455	.1076115485564304	.1102798144545863	.4959323136999674	.0124805448368337	.0095084387736904	.293214218035591	.38902149	.16541973	.88839811	.50982863	.0032096035
326	315			315		6.6420336			.0006865165072508	.0000308546744832	-.0006556618327677	326	47.75	9	.12447552	.0051948051	.1161417322834646	.1248715973292245	.464209564422784	.0069191402644601	.0098693343628323	.293214218035591	.42004773	.1873074	.76873183	.282646	.0035727941
327	0	135		315		6.0479393	4.1950607		.0007327985189756	.0001002776920703	-.0006325208269053	327	47.75	9.25	.13286713	.016883116	.0465879265091863	.1388329979879276	.4488954344624448	.0018216771834638	.017831562887042	.293214218035591	.16706444	.20824949	.71096301	.074415281	.011585657
328	135			315		4.9219036			.0005862388151805	.0000694230175872	-.0005168157975933	328	47.75	9.5	.10629371	.011688312	.0610236220472441	.1423562412342216	.4571085782843431	.0024545293696822	.015044124473688	.293214218035591	.2195704	.21353436	.74194509	.10026721	.0087804925
329				315					.0005708114779389	0	-.0005708114779389	329	47.75	9.75	.10349651	0	.0866141732283465	.2040249826509369	.4189114898295767	.0017694553758269	.0142096595827623	.293214218035591	.31264916	.30603749	.59785599	.072282024	.0079407208
330	0			180		5.7613482			.0003548287565566	.0001079913606911	-.0002468373958655	330	47.75	10	.064335667	.018181818	.0675853018372703	.2135922330097087	.4074866310160428	.001099651254836	.0162178138680175	.293214218035591	.24343675	.32038835	.55475849	.044920612	.0099616461
331	0			180		5.4578762			.0002314100586239	.0001388460351743	-.0000925640234496	331	47.75	10.25	.041958041	.023376623	.0551181102362205	.1560527825588067	.4375538329026701	.001458409467173	.017332053992108	.293214218035591	.19809069	.23407917	.66817963	.059575837	.011082971
332	180			45	270	4.5974774			.0000154273372416	.0018358531317495	.0018204257945079	332	47.75	10.5	.0027972029	.30909091	.0341207349081365	.1907993966817496	.4187963726298434	.0006330673513743	.0260778693148802	.293214218035591	.12171838	.28619909	.59742171	.025860719	.019884404
333	180			180		4.9840841			.0000462820117248	.0010721999382907	.0010259179265659	333	47.75	10.75	.0083916085	.18051948	.0479002624671916	.1468797564687976	.4490276959340012	.0017473892424512	.0182413359063274	.293214218035591	.1718377	.22031963	.71146196	.071380623	.011998036
334	180			45	90	6.3306751			.000300833076211	.0003933970996606	.0000925640234496	334	47.75	11	.054545455	.066233769	.0492125984251969	.1661261261261261	.4436681222707424	.0025558835295554	.0181986685709816	.293214218035591	.17661098	.24918918	.6912443	.10440751	.011955097
335	180			180		6.2660499			.0009487812403579	.0003625424251774	-.0005862388151805	335	47.75	11.25	.17202798	.06103896	.0623359580052493	.1343784994400896	.439193083573487	.0029071756264642	.0152963271262481	.293214218035591	.22434367	.20156775	.67436332	.11875775	.0090342993
336	315			135		6.478457			.0002236963900031	.0016507250848504	.0014270286948473	336	47.75	11.5	.040559441	.27792206	.0131233595800525	.0578947368421053	.3877862595419848	.0006284645182958	.0517747745238729	.293214218035591	.045346063	.086842105	.48044369	.025672695	.045744725
337	180			135		5.7406411			.000077136686208	.0012341869793274	.0011570502931194	337	47.75	11.75	.013986014	.20779221	.0059055118110236	.3611111111111111	.3624256837098692	.0000341003111559	.1281365373627436	.293214218035591	.019093079	.54166669	.38477713	.0013929933	.12259209
338	180			225		6.2178302			.0007096575131132	.0004936747917309	-.0002159827213823	338	47.75	12	.12867133	.083116882	.0695538057742782	.2115004492362983	.4338172502134928	.0035620080642241	.0136194686644585	.293214218035591	.25059667	.31725067	.65408427	.14550757	.0073467768
339	180			0	315	6.1417766			.0000308546744832	.0009719222462203	.0009410675717371	339	47.75	12.25	.0055944058	.16363636	.0170603674540682	.1938461538461538	.3614800759013282	.0003845662386661	.0588361248886801	.293214218035591	.05966587	.29076922	.38121006	.015709482	.05285098
340	180			225		5.5082088			.0002082690527615	.0001619870410367	-.0000462820117248	340	47.75	12.5	.03776224	.027272727	.0131233595800525	.2789473684210526	.3852376137512639	.0001273666818997	.0570292615476463	.293214218035591	.045346063	.41842106	.47082952	.0052029127	.051032625
341	180			180	225	7.1875687			.000455106448627	.0005168157975933	.0000617093489664	341	47.75	12.75	.082517482	.087012984	.0059055118110236	.3333333333333333	.3732549595885378	.0000153734776076	.1198177250356106	.293214218035591	.019093079	.5	.42562792	.00062800455	.11422038
342	180			225		6.9544983			.000339401419315	.0008099352051836	.0004705337858686	342	47.75	13	.061538462	.13636364	.0091863517060367	.2967032967032967	.3830108067353606	.0001606038732108	.0812817619233416	.293214218035591	.031026253	.44505495	.46242943	.0065606474	.075439356
343	180			225	315	7.3715639			.0000694230175872	.0007713668620796	.0007019438444924	343	47.75	13.25	.012587412	.12987013	.0045931758530184	.3333333333333333	.3598583234946871	.0000208944575652	.1549663129263281	.293214218035591	.014319809	.5	.37509239	.00085353589	.14959249
344	180			225	270	6.8608923			.0000694230175872	.0011030546127738	.0010336315951867	344	47.75	13.5	.012587412	.18571429	.0039370078740157	.2666666666666667	.3421643466546924	3.71451182638e-06	.1791311779897531	.293214218035591	.011933174	.40000001	.30834621	.00015173733	.17391102
345	180			270	315	6.8367743			.0000154273372416	.001095340944153	.0010799136069114	345	47.75	13.75	.0027972029	.18441558	.0026246719160105	0	.3271088216355441	4.62691316551e-06	.25	.293214218035591	.0071599046	0	.25155294	.0001890088	.24523053
346	180			315		7.1746144			.0000462820117248	.0016584387534712	.0016121567417464	346	47.75	14	.0083916085	.27922079	.0203412073490814	.2473118279569892	.3843631778058008	.0001694515066755	.0425982395778451	.293214218035591	.071599044	.37096775	.46753094	.0069220723	.036509834
347	180			315		7.0690274			.0000694230175872	.0004936747917309	.0004242517741438	347	47.75	14.25	.012587412	.083116882	.0374015748031496	.3533834586466165	.4131200867443752	.0002986131640946	.0236263821649661	.293214218035591	.13365155	.53007519	.57600933	.012198309	.017417327
348	180			315		8.2267647			.0000539956803456	.0005013884603517	.0004473927800062	348	47.75	14.5	.0097902101	.084415585	.0170603674540682	.4492307692307692	.3849456933569083	.000023148036752	.0481015947437239	.293214218035591	.05966587	.67384613	.46972832	.00094559434	.042048186
349	135			315		1.7891561			.0002776920703487	.0000694230175872	-.0002082690527615	349	47.75	14.75	.050349649	.011688312	.0059055118110236	.4166666666666667	.337466784765279	.0001287667267303	.1307296170100911	.293214218035591	.019093079	.625	.29062581	.0052601043	.12520166
350	180			315		4.5484037			.0005091021289725	.000077136686208	-.0004319654427646	350	47.75	15	.092307694	.012987013	.0275590551181102	.5249709639953543	.3864097363083164	.0000844605904524	.0312477602619983	.293214218035591	.097852029	.78745645	.47525108	.0034502042	.025087172
351	135			315		7.7498255			.0003085467448318	.0006865165072508	.000377969762419	351	47.75	15.25	.055944055	.11558442	.0610236220472441	.521505376344086	.4058588548601864	.0000775769728043	.0185078214988687	.293214218035591	.2195704	.78225809	.54861808	.0031690092	.012266216
352	180			315		9.1189537			.0000539956803456	.0006788028386301	.0006248071582845	352	47.75	15.5	.0097902101	.11428571	.0118110236220472	.4901960784313725	.3648551592051712	4.35174382787e-06	.0620989653323127	.293214218035591	.040572792	.7352941	.39394173	.00017776818	.05613457
353	0			315		2.0515873			.0002622647331071	.0001697007096575	-.0000925640234496	353	47.75	15.75	.047552448	.028571429	.0321522309711286	.4506802721088435	.3934934159566228	.0010014411272995	.027082714835882	.293214218035591	.11455847	.67602038	.5019725	.040908743	.020895639
354	225			315		4.8537655			.0004936747917309	.0000462820117248	-.0004473927800062	354	47.75	16	.089510493	.0077922079	.0485564304461942	.5157349129951869	.3978073610023493	.0000412526330698	.0209181039171877	.293214218035591	.17422435	.77360237	.51824582	.0016851648	.014691826
355	180			270		8.1927528			.0010490589324283	.0000231410058624	-.0010259179265659	355	47.75	16.25	.19020979	.0038961039	.0413385826771654	.5698924731182796	.3982231512934413	.000028204320233	.0232513859362357	.293214218035591	.14797136	.85483873	.51981431	.0011521429	.017039947
356	180			315		6.5565801			.0003856834310398	.0004319654427646	.0000462820117248	356	47.75	16.5	.069930069	.07272727	.020997375328084	.5201612903225806	.3816679188580015	7.13093951551e-06	.0393590291730912	.293214218035591	.073985681	.78024191	.45736372	.00029129797	.033250023
357	180			270		11.317373			.0010721999382907	.000339401419315	-.0007327985189756	357	47.75	16.75	.1944056	.057142857	.0360892388451444	.404040404040404	.4294167371090448	.0003313175154892	.0235669037372827	.293214218035591	.12887828	.60606062	.63748443	.013534278	.01735747
358	180			270		10.335051			.0004859611231102	.0008099352051836	.0003239740820734	358	47.75	17	.088111885	.13636364	.0433070866141732	.3655011655011655	.4201819685690654	.0001268132488277	.0198201598472551	.293214218035591	.15513127	.54825175	.60264856	.0051803049	.0135869
359	180			180		9.6015091			.0002776920703487	.0015735883986424	.0012958963282937	359	47.75	17.25	.050349649	.26493508	.0656167979002625	.3397979797979798	.4421235857267189	.0005169319773242	.0150270534027552	.293214218035591	.23627685	.50969696	.68541789	.021116605	.0087633124
360	180			180	270	11.146512			.001133909287257	.000717371181734	-.000416538105523	360	47.75	17.5	.20559441	.12077922	.0872703412073491	.3942811574390522	.4458747805734348	.0003338677442383	.0129330843386903	.293214218035591	.31503579	.59142172	.69956839	.013638454	.0066560274
361	180			180		11.538417			.0005939524838013	.0005245294662141	-.0000694230175872	361	47.75	17.75	.10769231	.088311687	.0820209973753281	.3590967741935484	.4380569129060075	.0003982663244103	.0129267419840332	.293214218035591	.29594272	.53864515	.67007738	.016269129	.006649645
362	180			270		8.7885723			.0003316877506942	.0009024992286331	.0005708114779389	362	47.75	18	.060139861	.15194805	.0931758530183727	.3397263010688243	.4448336252189142	.0005822156851617	.0121602068776803	.293214218035591	.33651552	.50958943	.69564086	.023783436	.0058782352
363	180			180		9.6308813			.0005245294662141	.0008485035482876	.0003239740820734	363	47.75	18.25	.095104896	.14285715	.078740157480315	.3436974789915966	.4431520790927595	.0005111105668694	.0134240176672932	.293214218035591	.28400955	.5155462	.68929762	.020878801	.0071500828
364	180			180		10.826972			.0004859611231102	.0009796359148411	.0004936747917309	364	47.75	18.5	.088111885	.16493507	.0859580052493438	.3357604227833235	.4488954344624448	.0008316762621199	.0131299073297582	.293214218035591	.31026253	.50364065	.71096301	.033973869	.006854102
365	180			180		8.887886			.0002236963900031	.0012804689910521	.0010567726010491	365	47.75	18.75	.040559441	.21558441	.05249343832021	.3642405063291139	.4266517357222844	.0002622631136878	.0183097860941173	.293214218035591	.18854415	.54636073	.62705415	.010713414	.012066921
366	180			180		11.806602			.0006942301758716	.0014810243751928	.0007867941993212	366	47.75	19	.12587413	.24935065	.1023622047244094	.2048800661703888	.4858144724258846	.0088284674553027	.0099098810375527	.293214218035591	.36992839	.30732009	.85023105	.36064175	.0036135986
367	315			315		6.6667719			.0002159827213823	.0008176488738044	.0006016661524221	367	47.5	4	.03916084	.13766234	.0288713910761155	.3340380549682875	.3804293559660509	.0000604864880021	.0307581097811075	.293214218035591	.1026253	.50105709	.45269156	.0024708651	.024594408
368	315			0		6.6915083			.0007327985189756	.0001697007096575	-.0005630978093181	368	47.5	4.25	.13286713	.028571429	.0511811023622047	.2414252414252414	.3950233281493001	.0003668364114036	.018967021983236	.293214218035591	.18377088	.36213785	.50774372	.014985221	.012728337
369	315			0		6.9273391			.0018049984572663	.0000848503548288	-.0017201481024375	369	47.5	4.5	.32727271	.014285714	.0977690288713911	.1542717213858154	.4450934579439252	.0040348636853636	.0115750173335274	.293214218035591	.35322195	.23140758	.696621	.16482367	.0052893241
370	315			0		6.2976761			.0014116013576057	.0001851280468991	-.0012264733107066	370	47.5	4.75	.25594404	.031168832	.0570866141732283	.1438118150227212	.4403351632476163	.002037246720299	.0153632344268471	.293214218035591	.20525059	.21571772	.67867154	.083221264	.0091016321
371	315			0		6.1819868			.00155044739278	.0001388460351743	-.0014116013576057	371	47.5	5	.28111887	.023376623	.0400262467191601	.1601092896174863	.4280898876404494	.0012629290167489	.0206431508914846	.293214218035591	.14319809	.24016394	.63247919	.051590487	.014415124
372	315			0		5.5141711			.001966985498303	.0001774143782783	-.0017895711200247	372	47.5	5.25	.35664335	.02987013	.041994750656168	.2559523809523809	.3969783797864027	.0004123982263911	.0223192196329456	.293214218035591	.15035799	.38392857	.51511872	.016846415	.016101852
373	225			0		3.3150532			.00155044739278	.0002931194075902	-.0012573279851898	373	47.5	5.5	.28111887	.049350649	.0334645669291338	.2792156862745098	.3744471744471745	.0001719535888974	.0277770786988884	.293214218035591	.11933174	.41882354	.43012524	.0070242821	.02159442
374	315			0		7.7495356			.0013576056772601	.0008870718913915	-.0004705337858686	374	47.5	5.75	.24615385	.14935064	.0603674540682415	.1944577161968466	.399475753604194	.0009251217782407	.0168378029197492	.293214218035591	.21718377	.29168656	.52453941	.037791107	.010585577
375	315			0		8.1314011			.0009024992286331	.00087164455415	-.0000308546744832	375	47.5	6	.16363636	.14675325	.0518372703412073	.2482960077896787	.3953307392996109	.0006203947101453	.0198750862359184	.293214218035591	.18615752	.372444	.50890338	.025343044	.013642176
376	225			0		3.8832345			.0010644862696699	.0005168157975933	-.0005476704720765	376	47.5	6.25	.19300699	.087012984	.0387139107611549	.3571011104617183	.3885772565017848	.0001162204831926	.0250371060991037	.293214218035591	.13842481	.53565168	.48342752	.0047475919	.018837022
377	180	270	315	0		3.0103986	3.9131191	4.4229517	.0014347423634681	.0000231410058624	-.0014116013576057	377	47.5	6.5	.26013985	.0038961039	.0433070866141732	.227972027972028	.4078137543484078	.0003450401169408	.0209836120148425	.293214218035591	.15513127	.34195805	.55599248	.014094844	.014757751
378	315			0		6.5473499			.00087164455415	.0001388460351743	-.0007327985189756	378	47.5	6.75	.15804195	.023376623	.0374015748031496	.2274436090225564	.4028548770816812	.0002232649806593	.0229790942529835	.293214218035591	.13365155	.34116542	.53728634	.009120346	.016765922
379	135			315		2.3903837			.0007867941993212	.0002622647331071	-.0005245294662141	379	47.5	7	.14265734	.044155844	.0649606299212598	.1624407338693053	.4588979223125564	.0027445851109347	.0145379804045155	.293214218035591	.23389022	.24366111	.74869496	.11211595	.0082711298
380	315			315		7.7774258			.0022523912372724	.0000694230175872	-.0021829682196853	380	47.5	7.25	.40839159	.011688312	.0328083989501312	.283265306122449	.4309954751131222	.0004579786932886	.026491341471747	.293214218035591	.11694511	.42489797	.64343983	.018708371	.020300506
381	315			0		8.3321571			.0011801912989818	.0006556618327677	-.0005245294662141	381	47.5	7.5	.21398601	.11038961	.0741469816272966	.1713021491782554	.4134563212154097	.0020191771025361	.0145176127900688	.293214218035591	.26730311	.25695321	.57727766	.082483128	.0082506323
382	315			0		5.8862014			.0007019438444924	.0002314100586239	-.0004705337858686	382	47.5	7.75	.12727273	.038961038	.041994750656168	.1512896825396825	.4511545293072824	.0014062415372221	.0194598861339589	.293214218035591	.15035799	.22693452	.71948493	.057444785	.013224335
383	315			0		7.2083855			.0002854057389695	.0007096575131132	.0004242517741438	383	47.5	8	.051748253	.11948052	.0164041994750656	.21	.3852376137512639	.0001623739955269	.0455229555229295	.293214218035591	.057279237	.315	.47082952	.0066329567	.039453149
384	270			315		3.2744937			.0008947855600123	.0000462820117248	-.0008485035482876	384	47.5	8.25	.16223776	.0077922079	.0275590551181102	.164924506387921	.4380569129060075	.0005983594574226	.0278094379971662	.293214218035591	.097852029	.24738675	.67007738	.024442907	.021626985
385	315			225		6.0636587			.0004628201172478	.0002776920703487	-.0001851280468991	385	47.5	8.5	.083916083	.046753246	.0406824146981627	.1560021152829191	.439193083573487	.0007792615690403	.0197093650818035	.293214218035591	.14558473	.23400317	.67436332	.031832736	.0134754
386	315			225		5.3011069			.0000694230175872	.0025995063252083	.0025300833076211	386	47.5	8.75	.012587412	.43766233	.0269028871391076	.1353658536585366	.4110032362459547	.0004887104349939	.0278887007498133	.293214218035591	.095465392	.20304878	.56802404	.019963758	.021706751
387	135			315		3.5593581			.0002776920703487	.0015273063869176	.001249614316569	387	47.5	9	.050349649	.25714287	.0675853018372703	.1324957167332953	.4575202641849295	.0050523462587892	.0141649550745358	.293214218035591	.24343675	.19874358	.74349809	.2063877	.0078957323
388	135			0		4.4180717			.0004705337858686	.0002545510644863	-.0002159827213823	388	47.5	9.25	.085314684	.042857144	.0610236220472441	.1799906498363721	.4496901740926527	.0020574212845765	.0154213602391936	.293214218035591	.2195704	.26998597	.71396101	.084045395	.0091601275
